uid,data
1535705885729,"{""uid"":1535705885729,""townSize"":""5 000–50 000 obyvatel"",""score"":16196,""evilness"":true,""gender"":""Muž"",""age"":""Přes 35 let""}"
1535711520122,"{""uid"":1535711520122,""townSize"":""Nad 50 000 obyvatel"",""score"":15800,""evilness"":true,""gender"":""Muž"",""age"":""Přes 35 let""}"
1535710011414,"{""uid"":1535710011414,""townSize"":""Nad 50 000 obyvatel"",""score"":15982,""evilness"":false,""gender"":""Muž"",""age"":""Přes 35 let""}"
1535704187715,"{""uid"":1535704187715,""townSize"":""none"",""score"":14789,""evilness"":false,""gender"":""Muž"",""age"":""18–35 let""}"
1535713741395,"{""uid"":1535713741395,""townSize"":""5 000–50 000 obyvatel"",""score"":15971,""evilness"":true,""gender"":""Muž"",""age"":""18–35 let""}"
1535713830678,"{""uid"":1535713830678,""townSize"":""5 000–50 000 obyvatel"",""score"":16009,""evilness"":true,""gender"":""Muž"",""age"":""18–35 let""}"
1535700799498,"{""uid"":1535700799498,""townSize"":""none"",""score"":16220,""evilness"":true,""gender"":""Muž"",""age"":""18–35 let""}"
1535707120471,"{""uid"":1535707120471,""townSize"":""Nad 50 000 obyvatel"",""score"":15733,""evilness"":true,""gender"":""Muž"",""age"":""18–35 let""}"
1535713550705,"{""uid"":1535713550705,""townSize"":""Nad 50 000 obyvatel"",""score"":15167,""evilness"":true,""gender"":""Muž"",""age"":""18–35 let""}"
1535713699654,"{""uid"":1535713699654,""townSize"":""Nad 50 000 obyvatel"",""score"":15881,""evilness"":true,""gender"":""Muž"",""age"":""18–35 let""}"
1535714727628,"{""uid"":1535714727628,""townSize"":""Nad 50 000 obyvatel"",""score"":14774,""evilness"":false,""gender"":""Muž"",""age"":""18–35 let""}"
1535712695589,"{""uid"":1535712695589,""townSize"":""Nad 50 000 obyvatel"",""score"":15684,""evilness"":false,""gender"":""Muž"",""age"":""18–35 let""}"
1535709410636,"{""uid"":1535709410636,""townSize"":""Nad 50 000 obyvatel"",""score"":15607,""evilness"":true,""gender"":""Žena"",""age"":""18–35 let""}"
1535701424518,"{""uid"":1535701424518,""townSize"":""none"",""score"":15996,""evilness"":true,""gender"":""Muž"",""age"":""18–35 let""}"
1535701923252,"{""uid"":1535701923252,""townSize"":""none"",""score"":15642,""evilness"":false,""gender"":""Muž"",""age"":""Přes 35 let""}"
1535710037122,"{""uid"":1535710037122,""townSize"":""Nad 50 000 obyvatel"",""score"":15710,""evilness"":true,""gender"":""Muž"",""age"":""18–35 let""}"
1535702401474,"{""uid"":1535702401474,""townSize"":""none"",""score"":16000,""evilness"":true,""gender"":""Muž"",""age"":""18–35 let""}"
1535714394914,"{""uid"":1535714394914,""townSize"":""5 000–50 000 obyvatel"",""score"":15621,""evilness"":false,""gender"":""Muž"",""age"":""Přes 35 let""}"
1535700502138,"{""uid"":1535700502138,""townSize"":""none"",""score"":16033,""evilness"":false,""gender"":""Muž"",""age"":""Přes 35 let""}"
1535697285107,"{""uid"":1535697285107,""townSize"":""none"",""score"":15504,""evilness"":true,""gender"":""Muž"",""age"":""18–35 let""}"
1535712381463,"{""uid"":1535712381463,""townSize"":""Nad 50 000 obyvatel"",""score"":14661,""evilness"":true,""gender"":""Muž"",""age"":""18–35 let""}"
1535712724649,"{""uid"":1535712724649,""townSize"":""Pod 5 000 obyvatel"",""score"":16005,""evilness"":true,""gender"":""Žena"",""age"":""18–35 let""}"
1535703568027,"{""uid"":1535703568027,""townSize"":""none"",""score"":16252,""evilness"":false,""gender"":""Muž"",""age"":""Přes 35 let""}"
1535714397790,"{""uid"":1535714397790,""townSize"":""Nad 50 000 obyvatel"",""score"":15561,""evilness"":true,""gender"":""Muž"",""age"":""Přes 35 let""}"
1535709638073,"{""uid"":1535709638073,""townSize"":""Nad 50 000 obyvatel"",""score"":15689,""evilness"":true,""gender"":""Muž"",""age"":""Přes 35 let""}"
1535709790259,"{""uid"":1535709790259,""townSize"":""none"",""score"":13278,""evilness"":false,""gender"":""none"",""age"":""none""}"
1535707247469,"{""uid"":1535707247469,""townSize"":""none"",""score"":15019,""evilness"":true,""gender"":""Muž"",""age"":""18–35 let""}"
1535703363925,"{""uid"":1535703363925,""townSize"":""none"",""score"":15126,""evilness"":true,""gender"":""Muž"",""age"":""18–35 let""}"
1535713828531,"{""uid"":1535713828531,""townSize"":""Nad 50 000 obyvatel"",""score"":16014,""evilness"":false,""gender"":""Muž"",""age"":""18–35 let""}"
1535709145763,"{""uid"":1535709145763,""townSize"":""Nad 50 000 obyvatel"",""score"":15552,""evilness"":true,""gender"":""Muž"",""age"":""Přes 35 let""}"
1535707741724,"{""uid"":1535707741724,""townSize"":""Nad 50 000 obyvatel"",""score"":15556,""evilness"":true,""gender"":""Muž"",""age"":""18–35 let""}"
1535705916117,"{""uid"":1535705916117,""townSize"":""5 000–50 000 obyvatel"",""score"":16226,""evilness"":true,""gender"":""Muž"",""age"":""18–35 let""}"
1535711859541,"{""uid"":1535711859541,""townSize"":""Nad 50 000 obyvatel"",""score"":16050,""evilness"":true,""gender"":""Muž"",""age"":""18–35 let""}"
1535700576384,"{""uid"":1535700576384,""townSize"":""none"",""score"":15364,""evilness"":true,""gender"":""Žena"",""age"":""18–35 let""}"
1535713366021,"{""uid"":1535713366021,""townSize"":""Nad 50 000 obyvatel"",""score"":14909,""evilness"":true,""gender"":""Žena"",""age"":""Přes 35 let""}"
1535710003236,"{""uid"":1535710003236,""townSize"":""Nad 50 000 obyvatel"",""score"":15699,""evilness"":true,""gender"":""Žena"",""age"":""18–35 let""}"
1535712323959,"{""uid"":1535712323959,""townSize"":""none"",""score"":15730,""evilness"":true,""gender"":""Muž"",""age"":""18–35 let""}"
1535701135488,"{""uid"":1535701135488,""townSize"":""none"",""score"":15187,""evilness"":true,""gender"":""Muž"",""age"":""Přes 35 let""}"
1535710928064,"{""uid"":1535710928064,""townSize"":""Nad 50 000 obyvatel"",""score"":15994,""evilness"":true,""gender"":""Muž"",""age"":""18–35 let""}"
1535705368091,"{""uid"":1535705368091,""townSize"":""Nad 50 000 obyvatel"",""score"":15805,""evilness"":false,""gender"":""Muž"",""age"":""Přes 35 let""}"
1535707152290,"{""uid"":1535707152290,""townSize"":""5 000–50 000 obyvatel"",""score"":15522,""evilness"":true,""gender"":""Muž"",""age"":""18–35 let""}"
1535701877666,"{""uid"":1535701877666,""townSize"":""none"",""score"":15990,""evilness"":true,""gender"":""Žena"",""age"":""18–35 let""}"
1535715904001,"{""uid"":1535715904001,""townSize"":""Nad 50 000 obyvatel"",""score"":14968,""evilness"":true,""gender"":""Žena"",""age"":""Přes 35 let""}"
1535708552313,"{""uid"":1535708552313,""townSize"":""Nad 50 000 obyvatel"",""score"":15653,""evilness"":true,""gender"":""Muž"",""age"":""18–35 let""}"
1535706143517,"{""uid"":1535706143517,""townSize"":""none"",""score"":15801,""evilness"":true,""gender"":""Muž"",""age"":""18–35 let""}"
1535710078587,"{""uid"":1535710078587,""townSize"":""Nad 50 000 obyvatel"",""score"":16220,""evilness"":true,""gender"":""Muž"",""age"":""18–35 let""}"
1535710505695,"{""uid"":1535710505695,""townSize"":""Nad 50 000 obyvatel"",""score"":16030,""evilness"":true,""gender"":""Muž"",""age"":""18–35 let""}"
1535707941868,"{""uid"":1535707941868,""townSize"":""Nad 50 000 obyvatel"",""score"":14868,""evilness"":true,""gender"":""Muž"",""age"":""18–35 let""}"
1535705337333,"{""uid"":1535705337333,""townSize"":""none"",""score"":15634,""evilness"":true,""gender"":""Žena"",""age"":""18–35 let""}"
1535705286582,"{""uid"":1535705286582,""townSize"":""Nad 50 000 obyvatel"",""score"":16000,""evilness"":true,""gender"":""Muž"",""age"":""18–35 let""}"
1535714610645,"{""uid"":1535714610645,""townSize"":""5 000–50 000 obyvatel"",""score"":16000,""evilness"":true,""gender"":""Muž"",""age"":""18–35 let""}"
1535710587459,"{""uid"":1535710587459,""townSize"":""Nad 50 000 obyvatel"",""score"":15724,""evilness"":true,""gender"":""Muž"",""age"":""18–35 let""}"
1535699943536,"{""uid"":1535699943536,""townSize"":""none"",""score"":14919,""evilness"":false,""gender"":""Muž"",""age"":""18–35 let""}"
1535705934799,"{""uid"":1535705934799,""townSize"":""Nad 50 000 obyvatel"",""score"":15669,""evilness"":true,""gender"":""Žena"",""age"":""18–35 let""}"
1535709555965,"{""uid"":1535709555965,""townSize"":""Nad 50 000 obyvatel"",""score"":15985,""evilness"":true,""gender"":""Muž"",""age"":""18–35 let""}"
1535713625180,"{""uid"":1535713625180,""townSize"":""Pod 5 000 obyvatel"",""score"":15178,""evilness"":true,""gender"":""Muž"",""age"":""Do 18 let""}"
1535703567609,"{""uid"":1535703567609,""townSize"":""none"",""score"":15230,""evilness"":true,""gender"":""Muž"",""age"":""18–35 let""}"
1535711678018,"{""uid"":1535711678018,""townSize"":""Nad 50 000 obyvatel"",""score"":16040,""evilness"":true,""gender"":""Muž"",""age"":""Přes 35 let""}"
1535709230523,"{""uid"":1535709230523,""townSize"":""5 000–50 000 obyvatel"",""score"":15044,""evilness"":true,""gender"":""Žena"",""age"":""Do 18 let""}"
1535716266237,"{""uid"":1535716266237,""townSize"":""5 000–50 000 obyvatel"",""score"":15675,""evilness"":true,""gender"":""Muž"",""age"":""18–35 let""}"
1535701115769,"{""uid"":1535701115769,""townSize"":""none"",""score"":16220,""evilness"":true,""gender"":""Muž"",""age"":""18–35 let""}"
1535704988398,"{""uid"":1535704988398,""townSize"":""none"",""score"":15219,""evilness"":true,""gender"":""Muž"",""age"":""18–35 let""}"
1535707868425,"{""uid"":1535707868425,""townSize"":""Nad 50 000 obyvatel"",""score"":15990,""evilness"":true,""gender"":""Muž"",""age"":""18–35 let""}"
1535703094099,"{""uid"":1535703094099,""townSize"":""none"",""score"":15010,""evilness"":true,""gender"":""Muž"",""age"":""Přes 35 let""}"
1535704867026,"{""uid"":1535704867026,""townSize"":""none"",""score"":15850,""evilness"":true,""gender"":""Muž"",""age"":""18–35 let""}"
1535706012961,"{""uid"":1535706012961,""townSize"":""5 000–50 000 obyvatel"",""score"":15272,""evilness"":true,""gender"":""Muž"",""age"":""18–35 let""}"
1535710461483,"{""uid"":1535710461483,""townSize"":""Nad 50 000 obyvatel"",""score"":16006,""evilness"":true,""gender"":""Muž"",""age"":""18–35 let""}"
1535708249554,"{""uid"":1535708249554,""townSize"":""Nad 50 000 obyvatel"",""score"":15886,""evilness"":true,""gender"":""Muž"",""age"":""Do 18 let""}"
1535702923999,"{""uid"":1535702923999,""townSize"":""none"",""score"":15886,""evilness"":true,""gender"":""Muž"",""age"":""18–35 let""}"
1535707674439,"{""uid"":1535707674439,""townSize"":""Nad 50 000 obyvatel"",""score"":14403,""evilness"":false,""gender"":""Žena"",""age"":""18–35 let""}"
1535715761499,"{""uid"":1535715761499,""townSize"":""Nad 50 000 obyvatel"",""score"":14966,""evilness"":true,""gender"":""Muž"",""age"":""Přes 35 let""}"
1535704019599,"{""uid"":1535704019599,""townSize"":""none"",""score"":15645,""evilness"":true,""gender"":""Muž"",""age"":""Přes 35 let""}"
1535707712497,"{""uid"":1535707712497,""townSize"":""Nad 50 000 obyvatel"",""score"":16031,""evilness"":true,""gender"":""Muž"",""age"":""18–35 let""}"
1535701438572,"{""uid"":1535701438572,""townSize"":""none"",""score"":15689,""evilness"":true,""gender"":""Muž"",""age"":""18–35 let""}"
1535708819566,"{""uid"":1535708819566,""townSize"":""Nad 50 000 obyvatel"",""score"":15336,""evilness"":true,""gender"":""Muž"",""age"":""18–35 let""}"
1535715587762,"{""uid"":1535715587762,""townSize"":""5 000–50 000 obyvatel"",""score"":15829,""evilness"":true,""gender"":""Muž"",""age"":""18–35 let""}"
1535713114024,"{""uid"":1535713114024,""townSize"":""5 000–50 000 obyvatel"",""score"":15230,""evilness"":true,""gender"":""Muž"",""age"":""18–35 let""}"
1535706501229,"{""uid"":1535706501229,""townSize"":""Nad 50 000 obyvatel"",""score"":15875,""evilness"":true,""gender"":""Muž"",""age"":""Přes 35 let""}"
1535701164275,"{""uid"":1535701164275,""townSize"":""none"",""score"":16219,""evilness"":true,""gender"":""Muž"",""age"":""Přes 35 let""}"
1535709404347,"{""uid"":1535709404347,""townSize"":""Nad 50 000 obyvatel"",""score"":15840,""evilness"":true,""gender"":""Muž"",""age"":""18–35 let""}"
1535703990166,"{""uid"":1535703990166,""townSize"":""none"",""score"":15191,""evilness"":true,""gender"":""Muž"",""age"":""18–35 let""}"
1535701623659,"{""uid"":1535701623659,""townSize"":""none"",""score"":14949,""evilness"":false,""gender"":""Muž"",""age"":""Přes 35 let""}"
1535710194901,"{""uid"":1535710194901,""townSize"":""Nad 50 000 obyvatel"",""score"":16211,""evilness"":true,""gender"":""Muž"",""age"":""18–35 let""}"
1535710262643,"{""uid"":1535710262643,""townSize"":""Nad 50 000 obyvatel"",""score"":14956,""evilness"":false,""gender"":""Žena"",""age"":""Přes 35 let""}"
1535708152529,"{""uid"":1535708152529,""townSize"":""Nad 50 000 obyvatel"",""score"":15611,""evilness"":true,""gender"":""Muž"",""age"":""18–35 let""}"
1535712328534,"{""uid"":1535712328534,""townSize"":""Nad 50 000 obyvatel"",""score"":15581,""evilness"":true,""gender"":""Žena"",""age"":""18–35 let""}"
1535704350733,"{""uid"":1535704350733,""townSize"":""none"",""score"":15767,""evilness"":true,""gender"":""Muž"",""age"":""Přes 35 let""}"
1535713903687,"{""uid"":1535713903687,""townSize"":""Pod 5 000 obyvatel"",""score"":16078,""evilness"":true,""gender"":""Muž"",""age"":""18–35 let""}"
1535703844277,"{""uid"":1535703844277,""townSize"":""none"",""score"":15034,""evilness"":true,""gender"":""Žena"",""age"":""18–35 let""}"
1535703120992,"{""uid"":1535703120992,""townSize"":""none"",""score"":15631,""evilness"":true,""gender"":""Muž"",""age"":""18–35 let""}"
1535714240619,"{""uid"":1535714240619,""townSize"":""Pod 5 000 obyvatel"",""score"":15585,""evilness"":true,""gender"":""Muž"",""age"":""18–35 let""}"
1535704274022,"{""uid"":1535704274022,""townSize"":""none"",""score"":15288,""evilness"":true,""gender"":""Žena"",""age"":""18–35 let""}"
1535701154592,"{""uid"":1535701154592,""townSize"":""none"",""score"":15034,""evilness"":true,""gender"":""Žena"",""age"":""18–35 let""}"
1535702674822,"{""uid"":1535702674822,""townSize"":""none"",""score"":15408,""evilness"":true,""gender"":""Muž"",""age"":""18–35 let""}"
1535710418445,"{""uid"":1535710418445,""townSize"":""none"",""score"":16229,""evilness"":true,""gender"":""none"",""age"":""none""}"
1535704052899,"{""uid"":1535704052899,""townSize"":""none"",""score"":14491,""evilness"":true,""gender"":""Muž"",""age"":""Přes 35 let""}"
1535712914549,"{""uid"":1535712914549,""townSize"":""Nad 50 000 obyvatel"",""score"":15678,""evilness"":true,""gender"":""Muž"",""age"":""18–35 let""}"
1535710089431,"{""uid"":1535710089431,""townSize"":""Pod 5 000 obyvatel"",""score"":15796,""evilness"":true,""gender"":""Muž"",""age"":""Přes 35 let""}"
1535704583078,"{""uid"":1535704583078,""townSize"":""none"",""score"":15416,""evilness"":true,""gender"":""Žena"",""age"":""Přes 35 let""}"
1535712152532,"{""uid"":1535712152532,""townSize"":""5 000–50 000 obyvatel"",""score"":15805,""evilness"":true,""gender"":""Muž"",""age"":""18–35 let""}"
1535716087578,"{""uid"":1535716087578,""townSize"":""Nad 50 000 obyvatel"",""score"":16076,""evilness"":true,""gender"":""Muž"",""age"":""18–35 let""}"
1535704448815,"{""uid"":1535704448815,""townSize"":""none"",""score"":16222,""evilness"":true,""gender"":""Muž"",""age"":""18–35 let""}"
1535708804364,"{""uid"":1535708804364,""townSize"":""Nad 50 000 obyvatel"",""score"":15249,""evilness"":true,""gender"":""Muž"",""age"":""18–35 let""}"
1535715922580,"{""uid"":1535715922580,""townSize"":""Nad 50 000 obyvatel"",""score"":15796,""evilness"":true,""gender"":""Muž"",""age"":""18–35 let""}"
1535700831772,"{""uid"":1535700831772,""townSize"":""none"",""score"":15985,""evilness"":true,""gender"":""Muž"",""age"":""18–35 let""}"
1535697543612,"{""uid"":1535697543612,""townSize"":""none"",""score"":14984,""evilness"":true,""gender"":""Žena"",""age"":""18–35 let""}"
1535702180870,"{""uid"":1535702180870,""townSize"":""none"",""score"":16018,""evilness"":true,""gender"":""Muž"",""age"":""18–35 let""}"
1535703393574,"{""uid"":1535703393574,""townSize"":""none"",""score"":15566,""evilness"":true,""gender"":""Muž"",""age"":""18–35 let""}"
1535701891767,"{""uid"":1535701891767,""townSize"":""none"",""score"":15611,""evilness"":true,""gender"":""Muž"",""age"":""Přes 35 let""}"
1535713338296,"{""uid"":1535713338296,""townSize"":""5 000–50 000 obyvatel"",""score"":15578,""evilness"":true,""gender"":""Žena"",""age"":""Přes 35 let""}"
1535714438442,"{""uid"":1535714438442,""townSize"":""Nad 50 000 obyvatel"",""score"":16261,""evilness"":true,""gender"":""Muž"",""age"":""18–35 let""}"
1535713328554,"{""uid"":1535713328554,""townSize"":""Nad 50 000 obyvatel"",""score"":15917,""evilness"":true,""gender"":""Muž"",""age"":""Přes 35 let""}"
1535712362782,"{""uid"":1535712362782,""townSize"":""Nad 50 000 obyvatel"",""score"":16062,""evilness"":true,""gender"":""Muž"",""age"":""18–35 let""}"
1535706114380,"{""uid"":1535706114380,""townSize"":""none"",""score"":15435,""evilness"":false,""gender"":""Muž"",""age"":""18–35 let""}"
1535712168237,"{""uid"":1535712168237,""townSize"":""none"",""score"":15985,""evilness"":true,""gender"":""none"",""age"":""none""}"
1535712540120,"{""uid"":1535712540120,""townSize"":""Nad 50 000 obyvatel"",""score"":14532,""evilness"":false,""gender"":""Žena"",""age"":""Do 18 let""}"
1535708214466,"{""uid"":1535708214466,""townSize"":""Nad 50 000 obyvatel"",""score"":15143,""evilness"":true,""gender"":""Muž"",""age"":""18–35 let""}"
1535713481491,"{""uid"":1535713481491,""townSize"":""5 000–50 000 obyvatel"",""score"":16205,""evilness"":true,""gender"":""Žena"",""age"":""18–35 let""}"
1535713143154,"{""uid"":1535713143154,""townSize"":""Pod 5 000 obyvatel"",""score"":16009,""evilness"":true,""gender"":""Muž"",""age"":""18–35 let""}"
1535707953483,"{""uid"":1535707953483,""townSize"":""Nad 50 000 obyvatel"",""score"":16040,""evilness"":true,""gender"":""Muž"",""age"":""18–35 let""}"
1535700417232,"{""uid"":1535700417232,""townSize"":""none"",""score"":15092,""evilness"":true,""gender"":""Žena"",""age"":""18–35 let""}"
1535711854626,"{""uid"":1535711854626,""townSize"":""Nad 50 000 obyvatel"",""score"":16027,""evilness"":true,""gender"":""Muž"",""age"":""18–35 let""}"
1535699925338,"{""uid"":1535699925338,""townSize"":""none"",""score"":15997,""evilness"":true,""gender"":""Muž"",""age"":""18–35 let""}"
1535701711792,"{""uid"":1535701711792,""townSize"":""none"",""score"":16081,""evilness"":true,""gender"":""Muž"",""age"":""18–35 let""}"
1535705091515,"{""uid"":1535705091515,""townSize"":""Pod 5 000 obyvatel"",""score"":15643,""evilness"":true,""gender"":""Muž"",""age"":""18–35 let""}"
1535705167713,"{""uid"":1535705167713,""townSize"":""none"",""score"":15550,""evilness"":false,""gender"":""Muž"",""age"":""Přes 35 let""}"
1535704708878,"{""uid"":1535704708878,""townSize"":""none"",""score"":15997,""evilness"":true,""gender"":""none"",""age"":""none""}"
1535715099343,"{""uid"":1535715099343,""townSize"":""Nad 50 000 obyvatel"",""score"":16193,""evilness"":true,""gender"":""Žena"",""age"":""18–35 let""}"
1535706820404,"{""uid"":1535706820404,""townSize"":""Nad 50 000 obyvatel"",""score"":15576,""evilness"":true,""gender"":""Muž"",""age"":""18–35 let""}"
1535714590946,"{""uid"":1535714590946,""townSize"":""Pod 5 000 obyvatel"",""score"":15997,""evilness"":true,""gender"":""Muž"",""age"":""18–35 let""}"
1535703533555,"{""uid"":1535703533555,""townSize"":""none"",""score"":15067,""evilness"":true,""gender"":""Muž"",""age"":""18–35 let""}"
1535701374650,"{""uid"":1535701374650,""townSize"":""none"",""score"":15642,""evilness"":true,""gender"":""Muž"",""age"":""Přes 35 let""}"
1535710835374,"{""uid"":1535710835374,""townSize"":""Nad 50 000 obyvatel"",""score"":16220,""evilness"":true,""gender"":""Žena"",""age"":""18–35 let""}"
1535715107939,"{""uid"":1535715107939,""townSize"":""Nad 50 000 obyvatel"",""score"":15273,""evilness"":false,""gender"":""Muž"",""age"":""18–35 let""}"
1535705163548,"{""uid"":1535705163548,""townSize"":""5 000–50 000 obyvatel"",""score"":15805,""evilness"":true,""gender"":""Muž"",""age"":""Přes 35 let""}"
1535714592656,"{""uid"":1535714592656,""townSize"":""Nad 50 000 obyvatel"",""score"":15976,""evilness"":true,""gender"":""Muž"",""age"":""Přes 35 let""}"
1535707649523,"{""uid"":1535707649523,""townSize"":""Pod 5 000 obyvatel"",""score"":16187,""evilness"":true,""gender"":""Muž"",""age"":""Přes 35 let""}"
1535707964942,"{""uid"":1535707964942,""townSize"":""5 000–50 000 obyvatel"",""score"":15725,""evilness"":true,""gender"":""Muž"",""age"":""18–35 let""}"
1535711966988,"{""uid"":1535711966988,""townSize"":""Nad 50 000 obyvatel"",""score"":16026,""evilness"":true,""gender"":""Žena"",""age"":""18–35 let""}"
1535703203594,"{""uid"":1535703203594,""townSize"":""none"",""score"":15273,""evilness"":true,""gender"":""Muž"",""age"":""18–35 let""}"
1535706804839,"{""uid"":1535706804839,""townSize"":""Pod 5 000 obyvatel"",""score"":15135,""evilness"":true,""gender"":""Muž"",""age"":""18–35 let""}"
1535712438651,"{""uid"":1535712438651,""townSize"":""5 000–50 000 obyvatel"",""score"":16000,""evilness"":true,""gender"":""Žena"",""age"":""18–35 let""}"
1535708910912,"{""uid"":1535708910912,""townSize"":""5 000–50 000 obyvatel"",""score"":15818,""evilness"":true,""gender"":""Muž"",""age"":""18–35 let""}"
1535713271505,"{""uid"":1535713271505,""townSize"":""none"",""score"":15030,""evilness"":true,""gender"":""none"",""age"":""none""}"
1535709598450,"{""uid"":1535709598450,""townSize"":""Pod 5 000 obyvatel"",""score"":15805,""evilness"":true,""gender"":""Muž"",""age"":""18–35 let""}"
1535710660776,"{""uid"":1535710660776,""townSize"":""Nad 50 000 obyvatel"",""score"":16128,""evilness"":true,""gender"":""Muž"",""age"":""Přes 35 let""}"
1535711984498,"{""uid"":1535711984498,""townSize"":""5 000–50 000 obyvatel"",""score"":15385,""evilness"":true,""gender"":""Muž"",""age"":""18–35 let""}"
1535716202060,"{""uid"":1535716202060,""townSize"":""Pod 5 000 obyvatel"",""score"":14966,""evilness"":true,""gender"":""Muž"",""age"":""18–35 let""}"
1535715275015,"{""uid"":1535715275015,""townSize"":""none"",""score"":14839,""evilness"":false,""gender"":""none"",""age"":""none""}"
1535713116285,"{""uid"":1535713116285,""townSize"":""Nad 50 000 obyvatel"",""score"":15587,""evilness"":true,""gender"":""Muž"",""age"":""Přes 35 let""}"
1535701750011,"{""uid"":1535701750011,""townSize"":""none"",""score"":16196,""evilness"":false,""gender"":""Muž"",""age"":""18–35 let""}"
1535708180386,"{""uid"":1535708180386,""townSize"":""Nad 50 000 obyvatel"",""score"":15492,""evilness"":true,""gender"":""Muž"",""age"":""18–35 let""}"
1535714169366,"{""uid"":1535714169366,""townSize"":""Pod 5 000 obyvatel"",""score"":15805,""evilness"":true,""gender"":""Muž"",""age"":""Přes 35 let""}"
1535709114071,"{""uid"":1535709114071,""townSize"":""none"",""score"":14784,""evilness"":true,""gender"":""none"",""age"":""none""}"
1535705828319,"{""uid"":1535705828319,""townSize"":""5 000–50 000 obyvatel"",""score"":15448,""evilness"":true,""gender"":""Muž"",""age"":""Přes 35 let""}"
1535710442810,"{""uid"":1535710442810,""townSize"":""none"",""score"":15514,""evilness"":true,""gender"":""none"",""age"":""none""}"
1535707812994,"{""uid"":1535707812994,""townSize"":""Nad 50 000 obyvatel"",""score"":16220,""evilness"":true,""gender"":""Muž"",""age"":""Přes 35 let""}"
1535708106300,"{""uid"":1535708106300,""townSize"":""Nad 50 000 obyvatel"",""score"":15337,""evilness"":true,""gender"":""Muž"",""age"":""18–35 let""}"
1535712785554,"{""uid"":1535712785554,""townSize"":""Pod 5 000 obyvatel"",""score"":15652,""evilness"":false,""gender"":""Muž"",""age"":""Přes 35 let""}"
1535712703145,"{""uid"":1535712703145,""townSize"":""Pod 5 000 obyvatel"",""score"":15407,""evilness"":true,""gender"":""Muž"",""age"":""18–35 let""}"
1535700915375,"{""uid"":1535700915375,""townSize"":""none"",""score"":15059,""evilness"":true,""gender"":""Muž"",""age"":""Přes 35 let""}"
1535713959962,"{""uid"":1535713959962,""townSize"":""Nad 50 000 obyvatel"",""score"":15780,""evilness"":true,""gender"":""Žena"",""age"":""18–35 let""}"
1535707331819,"{""uid"":1535707331819,""townSize"":""Nad 50 000 obyvatel"",""score"":15253,""evilness"":true,""gender"":""Žena"",""age"":""18–35 let""}"
1535704283570,"{""uid"":1535704283570,""townSize"":""none"",""score"":13440,""evilness"":false,""gender"":""none"",""age"":""none""}"
1535710533908,"{""uid"":1535710533908,""townSize"":""Nad 50 000 obyvatel"",""score"":15019,""evilness"":true,""gender"":""Muž"",""age"":""Přes 35 let""}"
1535709978553,"{""uid"":1535709978553,""townSize"":""Pod 5 000 obyvatel"",""score"":15831,""evilness"":true,""gender"":""Muž"",""age"":""Přes 35 let""}"
1535711031576,"{""uid"":1535711031576,""townSize"":""Nad 50 000 obyvatel"",""score"":15241,""evilness"":true,""gender"":""Muž"",""age"":""Přes 35 let""}"
1535713923676,"{""uid"":1535713923676,""townSize"":""Nad 50 000 obyvatel"",""score"":15985,""evilness"":true,""gender"":""Muž"",""age"":""18–35 let""}"
1535708283595,"{""uid"":1535708283595,""townSize"":""Pod 5 000 obyvatel"",""score"":15830,""evilness"":true,""gender"":""Muž"",""age"":""18–35 let""}"
1535708491631,"{""uid"":1535708491631,""townSize"":""5 000–50 000 obyvatel"",""score"":16011,""evilness"":true,""gender"":""Muž"",""age"":""18–35 let""}"
1535706742307,"{""uid"":1535706742307,""townSize"":""Nad 50 000 obyvatel"",""score"":15721,""evilness"":true,""gender"":""Muž"",""age"":""18–35 let""}"
1535711404538,"{""uid"":1535711404538,""townSize"":""Nad 50 000 obyvatel"",""score"":15419,""evilness"":true,""gender"":""Žena"",""age"":""18–35 let""}"
1535714437265,"{""uid"":1535714437265,""townSize"":""Nad 50 000 obyvatel"",""score"":15324,""evilness"":true,""gender"":""Muž"",""age"":""Do 18 let""}"
1535708716184,"{""uid"":1535708716184,""townSize"":""Nad 50 000 obyvatel"",""score"":14783,""evilness"":true,""gender"":""Muž"",""age"":""18–35 let""}"
1535701806724,"{""uid"":1535701806724,""townSize"":""none"",""score"":15392,""evilness"":false,""gender"":""Muž"",""age"":""Přes 35 let""}"
1535701817521,"{""uid"":1535701817521,""townSize"":""none"",""score"":16214,""evilness"":true,""gender"":""Muž"",""age"":""18–35 let""}"
1535703014297,"{""uid"":1535703014297,""townSize"":""none"",""score"":14976,""evilness"":true,""gender"":""Žena"",""age"":""18–35 let""}"
1535704340503,"{""uid"":1535704340503,""townSize"":""none"",""score"":15587,""evilness"":true,""gender"":""Muž"",""age"":""18–35 let""}"
1535708643885,"{""uid"":1535708643885,""townSize"":""5 000–50 000 obyvatel"",""score"":14412,""evilness"":true,""gender"":""Muž"",""age"":""18–35 let""}"
1535700566867,"{""uid"":1535700566867,""townSize"":""none"",""score"":15085,""evilness"":false,""gender"":""none"",""age"":""none""}"
1535707906884,"{""uid"":1535707906884,""townSize"":""Pod 5 000 obyvatel"",""score"":15938,""evilness"":true,""gender"":""Muž"",""age"":""Do 18 let""}"
1535705318850,"{""uid"":1535705318850,""townSize"":""none"",""score"":15893,""evilness"":false,""gender"":""none"",""age"":""none""}"
